time	well	position	DATE	TECAN	sample	REP	conc_ara	tmp	k	n0	r	t_mid	t_gen	auc_l	auc_e	sigma	note	OD
1.5	Well 154	E6	12072022	40	WT (Amp plasmid)	3	0.2% arabinose	10	1.004455729	0.024917707	0.978172597	3.753429997	0.708614392	16.29316542	12.452215	0.041869817	NA	0.12313
1.75	Well 154	E6	12072022	40	WT (Amp plasmid)	3	0.2% arabinose	10	1.004455729	0.024917707	0.978172597	3.753429997	0.708614392	16.29316542	12.452215	0.041869817	NA	0.14387
2	Well 154	E6	12072022	40	WT (Amp plasmid)	3	0.2% arabinose	10	1.004455729	0.024917707	0.978172597	3.753429997	0.708614392	16.29316542	12.452215	0.041869817	NA	0.17873
2.25	Well 154	E6	12072022	40	WT (Amp plasmid)	3	0.2% arabinose	10	1.004455729	0.024917707	0.978172597	3.753429997	0.708614392	16.29316542	12.452215	0.041869817	NA	0.22992
2.5	Well 154	E6	12072022	40	WT (Amp plasmid)	3	0.2% arabinose	10	1.004455729	0.024917707	0.978172597	3.753429997	0.708614392	16.29316542	12.452215	0.041869817	NA	0.2972
2.75	Well 154	E6	12072022	40	WT (Amp plasmid)	3	0.2% arabinose	10	1.004455729	0.024917707	0.978172597	3.753429997	0.708614392	16.29316542	12.452215	0.041869817	NA	0.3831
3	Well 154	E6	12072022	40	WT (Amp plasmid)	3	0.2% arabinose	10	1.004455729	0.024917707	0.978172597	3.753429997	0.708614392	16.29316542	12.452215	0.041869817	NA	0.46755
3.25	Well 154	E6	12072022	40	WT (Amp plasmid)	3	0.2% arabinose	10	1.004455729	0.024917707	0.978172597	3.753429997	0.708614392	16.29316542	12.452215	0.041869817	NA	0.55173
3.5	Well 154	E6	12072022	40	WT (Amp plasmid)	3	0.2% arabinose	10	1.004455729	0.024917707	0.978172597	3.753429997	0.708614392	16.29316542	12.452215	0.041869817	NA	0.6217
3.75	Well 154	E6	12072022	40	WT (Amp plasmid)	3	0.2% arabinose	10	1.004455729	0.024917707	0.978172597	3.753429997	0.708614392	16.29316542	12.452215	0.041869817	NA	0.68015
4	Well 154	E6	12072022	40	WT (Amp plasmid)	3	0.2% arabinose	10	1.004455729	0.024917707	0.978172597	3.753429997	0.708614392	16.29316542	12.452215	0.041869817	NA	0.7216
4.25	Well 154	E6	12072022	40	WT (Amp plasmid)	3	0.2% arabinose	10	1.004455729	0.024917707	0.978172597	3.753429997	0.708614392	16.29316542	12.452215	0.041869817	NA	0.7522
4.5	Well 154	E6	12072022	40	WT (Amp plasmid)	3	0.2% arabinose	10	1.004455729	0.024917707	0.978172597	3.753429997	0.708614392	16.29316542	12.452215	0.041869817	NA	0.77618
4.75	Well 154	E6	12072022	40	WT (Amp plasmid)	3	0.2% arabinose	10	1.004455729	0.024917707	0.978172597	3.753429997	0.708614392	16.29316542	12.452215	0.041869817	NA	0.79802
5	Well 154	E6	12072022	40	WT (Amp plasmid)	3	0.2% arabinose	10	1.004455729	0.024917707	0.978172597	3.753429997	0.708614392	16.29316542	12.452215	0.041869817	NA	0.8152
5.25	Well 154	E6	12072022	40	WT (Amp plasmid)	3	0.2% arabinose	10	1.004455729	0.024917707	0.978172597	3.753429997	0.708614392	16.29316542	12.452215	0.041869817	NA	0.83262
5.5	Well 154	E6	12072022	40	WT (Amp plasmid)	3	0.2% arabinose	10	1.004455729	0.024917707	0.978172597	3.753429997	0.708614392	16.29316542	12.452215	0.041869817	NA	0.85508
5.75	Well 154	E6	12072022	40	WT (Amp plasmid)	3	0.2% arabinose	10	1.004455729	0.024917707	0.978172597	3.753429997	0.708614392	16.29316542	12.452215	0.041869817	NA	0.89563
6	Well 154	E6	12072022	40	WT (Amp plasmid)	3	0.2% arabinose	10	1.004455729	0.024917707	0.978172597	3.753429997	0.708614392	16.29316542	12.452215	0.041869817	NA	0.9438
6.25	Well 154	E6	12072022	40	WT (Amp plasmid)	3	0.2% arabinose	10	1.004455729	0.024917707	0.978172597	3.753429997	0.708614392	16.29316542	12.452215	0.041869817	NA	0.98725
6.5	Well 154	E6	12072022	40	WT (Amp plasmid)	3	0.2% arabinose	10	1.004455729	0.024917707	0.978172597	3.753429997	0.708614392	16.29316542	12.452215	0.041869817	NA	1.0241
6.75	Well 154	E6	12072022	40	WT (Amp plasmid)	3	0.2% arabinose	10	1.004455729	0.024917707	0.978172597	3.753429997	0.708614392	16.29316542	12.452215	0.041869817	NA	1.0423
7	Well 154	E6	12072022	40	WT (Amp plasmid)	3	0.2% arabinose	10	1.004455729	0.024917707	0.978172597	3.753429997	0.708614392	16.29316542	12.452215	0.041869817	NA	1.0596
7.25	Well 154	E6	12072022	40	WT (Amp plasmid)	3	0.2% arabinose	10	1.004455729	0.024917707	0.978172597	3.753429997	0.708614392	16.29316542	12.452215	0.041869817	NA	1.0713
7.5	Well 154	E6	12072022	40	WT (Amp plasmid)	3	0.2% arabinose	10	1.004455729	0.024917707	0.978172597	3.753429997	0.708614392	16.29316542	12.452215	0.041869817	NA	1.0772
7.75	Well 154	E6	12072022	40	WT (Amp plasmid)	3	0.2% arabinose	10	1.004455729	0.024917707	0.978172597	3.753429997	0.708614392	16.29316542	12.452215	0.041869817	NA	1.0848
8	Well 154	E6	12072022	40	WT (Amp plasmid)	3	0.2% arabinose	10	1.004455729	0.024917707	0.978172597	3.753429997	0.708614392	16.29316542	12.452215	0.041869817	NA	1.0851
8.25	Well 154	E6	12072022	40	WT (Amp plasmid)	3	0.2% arabinose	10	1.004455729	0.024917707	0.978172597	3.753429997	0.708614392	16.29316542	12.452215	0.041869817	NA	1.0866
8.5	Well 154	E6	12072022	40	WT (Amp plasmid)	3	0.2% arabinose	10	1.004455729	0.024917707	0.978172597	3.753429997	0.708614392	16.29316542	12.452215	0.041869817	NA	1.0889
8.75	Well 154	E6	12072022	40	WT (Amp plasmid)	3	0.2% arabinose	10	1.004455729	0.024917707	0.978172597	3.753429997	0.708614392	16.29316542	12.452215	0.041869817	NA	1.0942
9	Well 154	E6	12072022	40	WT (Amp plasmid)	3	0.2% arabinose	10	1.004455729	0.024917707	0.978172597	3.753429997	0.708614392	16.29316542	12.452215	0.041869817	NA	1.1029
9.25	Well 154	E6	12072022	40	WT (Amp plasmid)	3	0.2% arabinose	10	1.004455729	0.024917707	0.978172597	3.753429997	0.708614392	16.29316542	12.452215	0.041869817	NA	1.113
9.5	Well 154	E6	12072022	40	WT (Amp plasmid)	3	0.2% arabinose	10	1.004455729	0.024917707	0.978172597	3.753429997	0.708614392	16.29316542	12.452215	0.041869817	NA	1.1197
9.75	Well 154	E6	12072022	40	WT (Amp plasmid)	3	0.2% arabinose	10	1.004455729	0.024917707	0.978172597	3.753429997	0.708614392	16.29316542	12.452215	0.041869817	NA	1.1251
10	Well 154	E6	12072022	40	WT (Amp plasmid)	3	0.2% arabinose	10	1.004455729	0.024917707	0.978172597	3.753429997	0.708614392	16.29316542	12.452215	0.041869817	NA	1.1341
10.25	Well 154	E6	12072022	40	WT (Amp plasmid)	3	0.2% arabinose	10	1.004455729	0.024917707	0.978172597	3.753429997	0.708614392	16.29316542	12.452215	0.041869817	NA	1.1414
10.5	Well 154	E6	12072022	40	WT (Amp plasmid)	3	0.2% arabinose	10	1.004455729	0.024917707	0.978172597	3.753429997	0.708614392	16.29316542	12.452215	0.041869817	NA	1.1464
10.75	Well 154	E6	12072022	40	WT (Amp plasmid)	3	0.2% arabinose	10	1.004455729	0.024917707	0.978172597	3.753429997	0.708614392	16.29316542	12.452215	0.041869817	NA	1.1454
11	Well 154	E6	12072022	40	WT (Amp plasmid)	3	0.2% arabinose	10	1.004455729	0.024917707	0.978172597	3.753429997	0.708614392	16.29316542	12.452215	0.041869817	NA	1.1421
11.25	Well 154	E6	12072022	40	WT (Amp plasmid)	3	0.2% arabinose	10	1.004455729	0.024917707	0.978172597	3.753429997	0.708614392	16.29316542	12.452215	0.041869817	NA	1.1383
11.5	Well 154	E6	12072022	40	WT (Amp plasmid)	3	0.2% arabinose	10	1.004455729	0.024917707	0.978172597	3.753429997	0.708614392	16.29316542	12.452215	0.041869817	NA	1.1344
11.75	Well 154	E6	12072022	40	WT (Amp plasmid)	3	0.2% arabinose	10	1.004455729	0.024917707	0.978172597	3.753429997	0.708614392	16.29316542	12.452215	0.041869817	NA	1.1284
12	Well 154	E6	12072022	40	WT (Amp plasmid)	3	0.2% arabinose	10	1.004455729	0.024917707	0.978172597	3.753429997	0.708614392	16.29316542	12.452215	0.041869817	NA	1.1192
12.25	Well 154	E6	12072022	40	WT (Amp plasmid)	3	0.2% arabinose	10	1.004455729	0.024917707	0.978172597	3.753429997	0.708614392	16.29316542	12.452215	0.041869817	NA	1.1103
12.5	Well 154	E6	12072022	40	WT (Amp plasmid)	3	0.2% arabinose	10	1.004455729	0.024917707	0.978172597	3.753429997	0.708614392	16.29316542	12.452215	0.041869817	NA	1.1027
12.75	Well 154	E6	12072022	40	WT (Amp plasmid)	3	0.2% arabinose	10	1.004455729	0.024917707	0.978172597	3.753429997	0.708614392	16.29316542	12.452215	0.041869817	NA	1.0971
13	Well 154	E6	12072022	40	WT (Amp plasmid)	3	0.2% arabinose	10	1.004455729	0.024917707	0.978172597	3.753429997	0.708614392	16.29316542	12.452215	0.041869817	NA	1.094
13.25	Well 154	E6	12072022	40	WT (Amp plasmid)	3	0.2% arabinose	10	1.004455729	0.024917707	0.978172597	3.753429997	0.708614392	16.29316542	12.452215	0.041869817	NA	1.0909
13.5	Well 154	E6	12072022	40	WT (Amp plasmid)	3	0.2% arabinose	10	1.004455729	0.024917707	0.978172597	3.753429997	0.708614392	16.29316542	12.452215	0.041869817	NA	1.0891
13.75	Well 154	E6	12072022	40	WT (Amp plasmid)	3	0.2% arabinose	10	1.004455729	0.024917707	0.978172597	3.753429997	0.708614392	16.29316542	12.452215	0.041869817	NA	1.0863
14	Well 154	E6	12072022	40	WT (Amp plasmid)	3	0.2% arabinose	10	1.004455729	0.024917707	0.978172597	3.753429997	0.708614392	16.29316542	12.452215	0.041869817	NA	1.0842
14.25	Well 154	E6	12072022	40	WT (Amp plasmid)	3	0.2% arabinose	10	1.004455729	0.024917707	0.978172597	3.753429997	0.708614392	16.29316542	12.452215	0.041869817	NA	1.082
14.5	Well 154	E6	12072022	40	WT (Amp plasmid)	3	0.2% arabinose	10	1.004455729	0.024917707	0.978172597	3.753429997	0.708614392	16.29316542	12.452215	0.041869817	NA	1.0802
14.75	Well 154	E6	12072022	40	WT (Amp plasmid)	3	0.2% arabinose	10	1.004455729	0.024917707	0.978172597	3.753429997	0.708614392	16.29316542	12.452215	0.041869817	NA	1.078
15	Well 154	E6	12072022	40	WT (Amp plasmid)	3	0.2% arabinose	10	1.004455729	0.024917707	0.978172597	3.753429997	0.708614392	16.29316542	12.452215	0.041869817	NA	1.0761
15.25	Well 154	E6	12072022	40	WT (Amp plasmid)	3	0.2% arabinose	10	1.004455729	0.024917707	0.978172597	3.753429997	0.708614392	16.29316542	12.452215	0.041869817	NA	1.0739
15.5	Well 154	E6	12072022	40	WT (Amp plasmid)	3	0.2% arabinose	10	1.004455729	0.024917707	0.978172597	3.753429997	0.708614392	16.29316542	12.452215	0.041869817	NA	1.0714
15.75	Well 154	E6	12072022	40	WT (Amp plasmid)	3	0.2% arabinose	10	1.004455729	0.024917707	0.978172597	3.753429997	0.708614392	16.29316542	12.452215	0.041869817	NA	1.0684
16	Well 154	E6	12072022	40	WT (Amp plasmid)	3	0.2% arabinose	10	1.004455729	0.024917707	0.978172597	3.753429997	0.708614392	16.29316542	12.452215	0.041869817	NA	1.0658
16.25	Well 154	E6	12072022	40	WT (Amp plasmid)	3	0.2% arabinose	10	1.004455729	0.024917707	0.978172597	3.753429997	0.708614392	16.29316542	12.452215	0.041869817	NA	1.0631
0	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.09145
0.25	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.0915
0.5	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.09165
0.75	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.09195
1	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.092275
1.25	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.092775
1.5	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.09355
1.75	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.093925
2	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.09445
2.25	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.09495
2.5	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.095525
2.75	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.095875
3	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.09625
3.25	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.09665
3.5	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.09645
3.75	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.0961
4	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.0951
4.25	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.09375
4.5	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.09275
4.75	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.092125
5	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.091875
5.25	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.091525
5.5	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.09135
5.75	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.0914
6	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.09125
6.25	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.0913
6.5	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.0912
6.75	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.09115
7	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.091175
7.25	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.091125
7.5	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.0911
7.75	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.0912
8	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.0911
8.25	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.091175
8.5	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.0911
8.75	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.091075
9	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.091125
9.25	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.0911
9.5	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.091125
9.75	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.09115
10	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.09105
10.25	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.091075
10.5	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.09095
10.75	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.090975
11	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.0909
11.25	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.0909
11.5	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.090925
11.75	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.090775
12	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.090875
12.25	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.090725
12.5	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.09065
12.75	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.090825
13	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.0906
13.25	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.090725
13.5	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.090825
13.75	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.090575
14	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.0906
14.25	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.09055
14.5	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.090425
14.75	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.090325
15	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.090325
15.25	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.09035
15.5	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.09025
15.75	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.090275
16	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.090275
16.25	Well 293	A1	7072022	40	WT (Kan plasmid)	1	0% arabinose	10	9e-04	0.003649156	0.064742914	-4.374253409	10.70614736	0.034246427	0.026284375	0.001521632	questionable fit (k < n0)	0.090225
0	Well 294	A2	7072022	40	WT (Kan plasmid)	2	0% arabinose	10	0.0001875	0.00291343	0.016260474	-4.090989582	42.62773596	0.022391611	0.017578125	0.001663049	questionable fit (k < n0)	0.09205
0.25	Well 294	A2	7072022	40	WT (Kan plasmid)	2	0% arabinose	10	0.0001875	0.00291343	0.016260474	-4.090989582	42.62773596	0.022391611	0.017578125	0.001663049	questionable fit (k < n0)	0.092125
0.5	Well 294	A2	7072022	40	WT (Kan plasmid)	2	0% arabinose	10	0.0001875	0.00291343	0.016260474	-4.090989582	42.62773596	0.022391611	0.017578125	0.001663049	questionable fit (k < n0)	0.092325
0.75	Well 294	A2	7072022	40	WT (Kan plasmid)	2	0% arabinose	10	0.0001875	0.00291343	0.016260474	-4.090989582	42.62773596	0.022391611	0.017578125	0.001663049	questionable fit (k < n0)	0.09265
1	Well 294	A2	7072022	40	WT (Kan plasmid)	2	0% arabinose	10	0.0001875	0.00291343	0.016260474	-4.090989582	42.62773596	0.022391611	0.017578125	0.001663049	questionable fit (k < n0)	0.09315
1.25	Well 294	A2	7072022	40	WT (Kan plasmid)	2	0% arabinose	10	0.0001875	0.00291343	0.016260474	-4.090989582	42.62773596	0.022391611	0.017578125	0.001663049	questionable fit (k < n0)	0.0938
1.5	Well 294	A2	7072022	40	WT (Kan plasmid)	2	0% arabinose	10	0.0001875	0.00291343	0.016260474	-4.090989582	42.62773596	0.022391611	0.017578125	0.001663049	questionable fit (k < n0)	0.09445
1.75	Well 294	A2	7072022	40	WT (Kan plasmid)	2	0% arabinose	10	0.0001875	0.00291343	0.016260474	-4.090989582	42.62773596	0.022391611	0.017578125	0.001663049	questionable fit (k < n0)	0.0951
2	Well 294	A2	7072022	40	WT (Kan plasmid)	2	0% arabinose	10	0.0001875	0.00291343	0.016260474	-4.090989582	42.62773596	0.022391611	0.017578125	0.001663049	questionable fit (k < n0)	0.095875
2.25	Well 294	A2	7072022	40	WT (Kan plasmid)	2	0% arabinose	10	0.0001875	0.00291343	0.016260474	-4.090989582	42.62773596	0.022391611	0.017578125	0.001663049	questionable fit (k < n0)	0.096475
