name	tss_name	mean_diff	mean_scramble	mean_unscrambled	tstat	p.value	conf.low	conf.high	p.value.fdr	site_type_ttest	significant
TSS_2655_regulondb,691100,-_scrambled30-40_flipped	TSS_2655_regulondb	-0.073741783495474	0.297647831231846	0.37138961472732	-0.63727245423325	0.526580859235116	-0.305618405445093	0.158134838454145	0.73507653237701	reduced	FALSE
TSS_2655_regulondb,691100,-_scrambled35-45_flipped	TSS_2655_regulondb	-0.0575752363046734	0.313814378422646	0.37138961472732	-0.461369982370684	0.646495982896011	-0.308108583390845	0.192958110781498	0.818046871628826	reduced	FALSE
TSS_2655_regulondb,691100,-_scrambled40-50_flipped	TSS_2655_regulondb	0.388546687044554	0.759936301771874	0.37138961472732	1.62103325417437	0.112276969945814	-0.0947501673789668	0.871843541468075	0.287469642402874	increased	FALSE
TSS_2655_regulondb,691100,-_scrambled45-55_flipped	TSS_2655_regulondb	-0.016635757089028	0.354753857638292	0.37138961472732	-0.125231553266195	0.900893102874657	-0.284123677438225	0.250852163260169	0.955547677642607	reduced	FALSE
TSS_2655_regulondb,691100,-_scrambled50-60_flipped	TSS_2655_regulondb	0.310376790676685	0.681766405404004	0.37138961472732	1.9703972381403	0.0533249532881435	-0.00458790354026257	0.625341484893632	0.171849571183873	increased	FALSE
TSS_2655_regulondb,691100,-_scrambled55-65_flipped	TSS_2655_regulondb	0.103749895916017	0.475139510643337	0.37138961472732	0.795550440139939	0.429085507108518	-0.156525258902763	0.364025050734797	0.658019385759075	increased	FALSE
TSS_2655_regulondb,691100,-_scrambled60-70_flipped	TSS_2655_regulondb	-0.138034369305636	0.233355245421683	0.37138961472732	-1.20595151853466	0.233546730418845	-0.367971116538593	0.0919023779273205	0.4612508844994	reduced	FALSE
TSS_2655_regulondb,691100,-_scrambled65-75_flipped	TSS_2655_regulondb	0.0147104975229176	0.386100112250237	0.37138961472732	0.140606579841158	0.888807423758592	-0.196000566910154	0.22542156195599	0.949334807141248	increased	FALSE
TSS_2655_regulondb,691100,-_scrambled85-95_flipped	TSS_2655_regulondb	0.228114143181117	0.599503757908437	0.37138961472732	1.63355610148665	0.1074207903728	-0.0510278087556332	0.507256095117868	0.27913559629568	increased	FALSE
TSS_2655_regulondb,691100,-_scrambled90-100_flipped	TSS_2655_regulondb	2.76043518311334	3.13182479784066	0.37138961472732	4.62339337003601	0.000147563455117725	1.51854644250318	4.0023239237235	0.00134719474993337	increased	TRUE
TSS_2655_regulondb,691100,-_scrambled95-105_flipped	TSS_2655_regulondb	-0.225799825565752	0.145589789161568	0.37138961472732	-2.28475939923684	0.0282083787296716	-0.426103300926941	-0.0254963502045629	0.107335984510985	reduced	FALSE
TSS_2669_wanner_regulondb,694214,-_scrambled0-10	TSS_2669_wanner_regulondb	0.318633476212091	0.567476590504561	0.24884311429247	2.94085279385882	0.00505687848953132	0.100691526026693	0.536575426397489	0.0271629575026481	increased	FALSE
TSS_2669_wanner_regulondb,694214,-_scrambled10-20	TSS_2669_wanner_regulondb	0.22185080515097	0.47069391944344	0.24884311429247	1.88539656897202	0.0648329907213805	-0.014131288597794	0.457832898899734	0.197443264866235	increased	FALSE
TSS_2669_wanner_regulondb,694214,-_scrambled100-110	TSS_2669_wanner_regulondb	-0.00638658635099987	0.24245652794147	0.24884311429247	-0.0614083548146337	0.951331347338598	-0.216400588690265	0.203627415988266	0.978698852459457	reduced	FALSE
TSS_2669_wanner_regulondb,694214,-_scrambled105-115	TSS_2669_wanner_regulondb	-0.0010697576284717	0.247773356663998	0.24884311429247	-0.0107768157636351	0.991461624167341	-0.2024599983111	0.200320483054156	0.996448497528384	reduced	FALSE
TSS_2669_wanner_regulondb,694214,-_scrambled110-120	TSS_2669_wanner_regulondb	-0.114416912658898	0.134426201633572	0.24884311429247	-1.19894977886531	0.240207831044241	-0.309555325576784	0.0807215002589877	0.469204836923275	reduced	FALSE
TSS_2669_wanner_regulondb,694214,-_scrambled115-125	TSS_2669_wanner_regulondb	0.365574618747568	0.614417733040038	0.24884311429247	3.17802042093389	0.00243923728927981	0.135019360219986	0.59612987727515	0.0148130167773218	increased	FALSE
TSS_2669_wanner_regulondb,694214,-_scrambled120-130	TSS_2669_wanner_regulondb	0.307602847838051	0.556445962130521	0.24884311429247	2.63019577514032	0.0112124544816253	0.072898571194162	0.542307124481941	0.0521980057270025	increased	FALSE
TSS_2669_wanner_regulondb,694214,-_scrambled125-135	TSS_2669_wanner_regulondb	0.348887307632024	0.597730421924494	0.24884311429247	2.83192892587931	0.00627871489185462	0.102485397853472	0.595289217410576	0.0324770549823392	increased	FALSE
TSS_2669_wanner_regulondb,694214,-_scrambled130-140	TSS_2669_wanner_regulondb	0.247226208022564	0.496069322315034	0.24884311429247	2.10482471439913	0.0402883152672921	0.011381744102615	0.483070671942514	0.140235299253031	increased	FALSE
TSS_2669_wanner_regulondb,694214,-_scrambled135-145	TSS_2669_wanner_regulondb	0.169495844197122	0.418338958489592	0.24884311429247	1.03890374203562	0.306713691249796	-0.162958175359603	0.501949863753846	0.542411084548863	increased	FALSE
TSS_2669_wanner_regulondb,694214,-_scrambled140-150	TSS_2669_wanner_regulondb	0.173778269042667	0.422621383335137	0.24884311429247	1.56326305148208	0.124441142179228	-0.0496263793506794	0.397182917436014	0.307717018206898	increased	FALSE
TSS_2669_wanner_regulondb,694214,-_scrambled15-25	TSS_2669_wanner_regulondb	0.306067703778426	0.554910818070896	0.24884311429247	3.00877873409208	0.00455957917491705	0.100365049168995	0.511770358387857	0.0249371794309354	increased	FALSE
TSS_2669_wanner_regulondb,694214,-_scrambled25-35	TSS_2669_wanner_regulondb	0.239635720294277	0.488478834586747	0.24884311429247	1.8448086515465	0.0701520857800329	-0.0203590030758158	0.49963044366437	0.208753858788235	increased	FALSE
TSS_2669_wanner_regulondb,694214,-_scrambled35-45	TSS_2669_wanner_regulondb	0.278797656100065	0.527640770392535	0.24884311429247	2.02658765971741	0.0468730317729685	0.00397346751594605	0.553621844684183	0.156841436671759	increased	FALSE
TSS_2669_wanner_regulondb,694214,-_scrambled40-50	TSS_2669_wanner_regulondb	0.201116946616653	0.449960060909123	0.24884311429247	2.01249072366256	0.0516310660727407	-0.00149985216575852	0.403733745399064	0.168103629606489	increased	FALSE
TSS_2669_wanner_regulondb,694214,-_scrambled45-55	TSS_2669_wanner_regulondb	0.275138830286462	0.523981944578932	0.24884311429247	2.72235688605807	0.0096939677373135	0.0706118817692374	0.479665778803687	0.0463304532171057	increased	FALSE
TSS_2669_wanner_regulondb,694214,-_scrambled5-15	TSS_2669_wanner_regulondb	0.266009889317158	0.514853003609628	0.24884311429247	2.4859872052561	0.0167954339604415	0.0503485987205359	0.48167117991378	0.0719129727255979	increased	FALSE
TSS_2669_wanner_regulondb,694214,-_scrambled50-60	TSS_2669_wanner_regulondb	0.348653372671876	0.597496486964346	0.24884311429247	2.30704621388362	0.0257238938916006	0.0442459643294195	0.653060781014332	0.100002061151389	increased	FALSE
TSS_2669_wanner_regulondb,694214,-_scrambled55-65	TSS_2669_wanner_regulondb	0.413688748840093	0.662531863132563	0.24884311429247	3.07240067075964	0.00294126309316212	0.145543706146023	0.681833791534163	0.0173224838608014	increased	FALSE
TSS_2669_wanner_regulondb,694214,-_scrambled60-70	TSS_2669_wanner_regulondb	0.171183597199741	0.420026711492211	0.24884311429247	1.50250050116379	0.139337276424511	-0.0577284167782423	0.400095611177725	0.331985381130836	increased	FALSE
TSS_2669_wanner_regulondb,694214,-_scrambled65-75	TSS_2669_wanner_regulondb	0.735020167169207	0.983863281461677	0.24884311429247	4.52956438931323	0.0000326847999234738	0.409742728477134	1.06029760586128	0.00036111617233494	increased	TRUE
TSS_2669_wanner_regulondb,694214,-_scrambled70-80	TSS_2669_wanner_regulondb	0.289374273830558	0.538217388123028	0.24884311429247	2.10430108017407	0.039944938433908	0.0137760412948352	0.564972506366281	0.139405352986977	increased	FALSE
TSS_2669_wanner_regulondb,694214,-_scrambled75-85	TSS_2669_wanner_regulondb	-0.15530850677469	0.0935346075177804	0.24884311429247	-1.71857152992656	0.0979811454796608	-0.341374513930484	0.0307575003811053	0.262361175094707	reduced	FALSE
TSS_2669_wanner_regulondb,694214,-_scrambled80-90	TSS_2669_wanner_regulondb	-0.0467045022563323	0.202138612036138	0.24884311429247	-0.454957667040435	0.651751915518748	-0.254584646651622	0.161175642138957	0.821455900638549	reduced	FALSE
TSS_2669_wanner_regulondb,694214,-_scrambled85-95	TSS_2669_wanner_regulondb	-0.13414484423229	0.11469827006018	0.24884311429247	-1.50778822917779	0.144801889068782	-0.317871916176644	0.0495822277120642	0.340816491322026	reduced	FALSE
TSS_2669_wanner_regulondb,694214,-_scrambled90-100	TSS_2669_wanner_regulondb	0.833117130264858	1.08196024455733	0.24884311429247	5.46863927663773	0.000000413366640874148	0.530398573756982	1.13583568677273	0.00000743430061549278	increased	TRUE
TSS_2669_wanner_regulondb,694214,-_scrambled95-105	TSS_2669_wanner_regulondb	0.0485901355492965	0.297433249841767	0.24884311429247	0.534493737236261	0.597571240115302	-0.138335531181828	0.235515802280421	0.786195759819221	increased	FALSE
TSS_2671_wanner,694241,-_scrambled0-10	TSS_2671_wanner	-0.0347531156164842	0.51336860429818	0.548121719914664	-0.313225571158778	0.754825575718449	-0.255144285955371	0.185638054722403	0.881473159761249	reduced	FALSE
TSS_2671_wanner,694241,-_scrambled10-20	TSS_2671_wanner	-0.0214881963391144	0.52663352357555	0.548121719914664	-0.169119036817863	0.866716905395608	-0.279816145979618	0.236839753301389	0.939316111814716	reduced	FALSE
TSS_2671_wanner,694241,-_scrambled105-115	TSS_2671_wanner	-0.370666142278385	0.177455577636279	0.548121719914664	-3.99967250299008	0.000161733389463584	-0.555668179673752	-0.185664104883019	0.00145937181127213	reduced	TRUE
TSS_2671_wanner,694241,-_scrambled110-120	TSS_2671_wanner	-0.364099337749058	0.184022382165606	0.548121719914664	-3.96350615066147	0.00019219460042898	-0.547697982023753	-0.180500693474364	0.00170040921937063	reduced	TRUE
TSS_2671_wanner,694241,-_scrambled115-125	TSS_2671_wanner	-0.0990383884059446	0.449083331508719	0.548121719914664	-0.972964104874388	0.333365665748108	-0.301460804331727	0.103384027519838	0.569481584888123	reduced	FALSE
TSS_2671_wanner,694241,-_scrambled120-130	TSS_2671_wanner	-0.163023035506086	0.385098684408579	0.548121719914664	-1.6255404267752	0.10796711325825	-0.36259289469536	0.0365468236831885	0.2800157895359	reduced	FALSE
TSS_2671_wanner,694241,-_scrambled125-135	TSS_2671_wanner	-0.354450397374712	0.193671322539952	0.548121719914664	-3.86383330717571	0.000264922370964563	-0.537745096163756	-0.171155698585668	0.00223978960122439	reduced	TRUE
TSS_2671_wanner,694241,-_scrambled130-140	TSS_2671_wanner	-0.438911938838792	0.109209781075872	0.548121719914664	-5.17638969643992	0.00000416304203474904	-0.609282659597796	-0.268541218079788	0.0000577201804582973	reduced	TRUE
TSS_2671_wanner,694241,-_scrambled135-145	TSS_2671_wanner	-0.312369106491894	0.23575261342277	0.548121719914664	-3.42642760588756	0.00109917132436366	-0.494658290956532	-0.130079922027256	0.0075284012443949	reduced	TRUE
TSS_2671_wanner,694241,-_scrambled140-150	TSS_2671_wanner	-0.224741392448456	0.323380327466209	0.548121719914664	-1.64983472813457	0.104230350581384	-0.497252590246745	0.0477698053498337	0.273936138225639	reduced	FALSE
TSS_2671_wanner,694241,-_scrambled15-25	TSS_2671_wanner	0.101083869459134	0.649205589373798	0.548121719914664	0.825522825244172	0.411285545421081	-0.142223425679809	0.344391164598077	0.642153341909886	increased	FALSE
TSS_2671_wanner,694241,-_scrambled20-30	TSS_2671_wanner	-0.020920447643702	0.527201272270962	0.548121719914664	-0.18842306459455	0.85107736811335	-0.242269205613785	0.200428310326381	0.93180571393421	reduced	FALSE
TSS_2671_wanner,694241,-_scrambled30-40	TSS_2671_wanner	0.210186121910206	0.75830784182487	0.548121719914664	1.87771423913548	0.0630638392267108	-0.011642494696149	0.432014738516561	0.193667068880051	increased	FALSE
TSS_2671_wanner,694241,-_scrambled45-55	TSS_2671_wanner	0.010624972101431	0.558746692016095	0.548121719914664	0.0967760720686776	0.923116246522779	-0.207446821266978	0.22869676546984	0.966008355556786	increased	FALSE
TSS_2671_wanner,694241,-_scrambled5-15	TSS_2671_wanner	-0.0859578011133302	0.462163918801334	0.548121719914664	-0.818102244865027	0.415430956349047	-0.294659486865087	0.122743884638427	0.645680601621213	reduced	FALSE
TSS_2671_wanner,694241,-_scrambled50-60	TSS_2671_wanner	0.176541491846216	0.72466321176088	0.548121719914664	1.33326205913701	0.185594207152967	-0.0862893761099525	0.439372359802385	0.401002403647212	increased	FALSE
TSS_2671_wanner,694241,-_scrambled55-65	TSS_2671_wanner	-0.199809844805997	0.348311875108667	0.548121719914664	-2.22537781909373	0.0298077410536107	-0.379392902141334	-0.0202267874706597	0.112075776930628	reduced	FALSE
TSS_2671_wanner,694241,-_scrambled60-70	TSS_2671_wanner	0.014971468695659	0.563093188610323	0.548121719914664	0.130919009258389	0.896103202822465	-0.211917557301316	0.241860494692634	0.953109098439039	increased	FALSE
TSS_2671_wanner,694241,-_scrambled65-75	TSS_2671_wanner	-0.0627484576965378	0.485373262218126	0.548121719914664	-0.499545801597546	0.6195184397628	-0.314852049171899	0.189355133778823	0.800182362758933	reduced	FALSE
TSS_2671_wanner,694241,-_scrambled70-80	TSS_2671_wanner	-0.00127433145081157	0.546847388463853	0.548121719914664	-0.00981069466806586	0.992205161016432	-0.261144756385043	0.25859609348342	0.99674445476297	reduced	FALSE
TSS_2671_wanner,694241,-_scrambled75-85	TSS_2671_wanner	0.1668746859866	0.714996405901264	0.548121719914664	1.262795340512	0.209953663355396	-0.0956903129619774	0.429439684935177	0.432885810985118	increased	FALSE
TSS_2671_wanner,694241,-_scrambled85-95	TSS_2671_wanner	0.0881364881853669	0.636258208100031	0.548121719914664	0.578974802953813	0.565192511779562	-0.217585613546315	0.393858589917049	0.762484003878991	increased	FALSE
TSS_2671_wanner,694241,-_scrambled90-100	TSS_2671_wanner	0.119742293400011	0.667864013314675	0.548121719914664	0.758890953013156	0.453097890084159	-0.200805608584104	0.440290195384127	0.676943934645816	increased	FALSE
TSS_2671_wanner,694241,-_scrambled95-105	TSS_2671_wanner	0.817590418383758	1.36571213829842	0.548121719914664	3.77193901317011	0.000291606021453538	0.386888710983856	1.24829212578366	0.00243228273371405	increased	TRUE
TSS_2680_storz,695887,+_scrambled0-10	TSS_2680_storz	0.0555911317905497	0.310839283638401	0.255248151847852	0.686734820718718	0.494954573541656	-0.106407447994572	0.217589711575671	0.71078724762636	increased	FALSE
TSS_2680_storz,695887,+_scrambled10-20	TSS_2680_storz	0.0783920071415284	0.33364015898938	0.255248151847852	1.13354731494743	0.259872350559807	-0.058922737761243	0.2157067520443	0.491982743310281	increased	FALSE
TSS_2680_storz,695887,+_scrambled100-110	TSS_2680_storz	-0.11873191328608	0.136516238561771	0.255248151847852	-2.35978989171885	0.0210138653093669	-0.219041444807779	-0.0184223817643812	0.0856853153614795	reduced	FALSE
TSS_2680_storz,695887,+_scrambled105-115	TSS_2680_storz	-0.156255006909083	0.0989931449387685	0.255248151847852	-2.40000207809684	0.0214602445233173	-0.288104699191869	-0.0244053146262967	0.0870842482332656	reduced	FALSE
TSS_2680_storz,695887,+_scrambled110-120	TSS_2680_storz	-0.0647652225162049	0.190482929331647	0.255248151847852	-0.900759091214803	0.373676607642632	-0.210564088727038	0.0810336436946283	0.607297484705617	reduced	FALSE
TSS_2680_storz,695887,+_scrambled115-125	TSS_2680_storz	0.266544951962853	0.521793103810705	0.255248151847852	2.51165051202886	0.0177483822805516	0.0496341260658266	0.48345577785988	0.0751346061213092	increased	FALSE
TSS_2680_storz,695887,+_scrambled120-130	TSS_2680_storz	0.153560855513749	0.408809007361601	0.255248151847852	1.53898449815228	0.127448841937608	-0.044772790810062	0.35189450183756	0.312369423106347	increased	FALSE
TSS_2680_storz,695887,+_scrambled125-135	TSS_2680_storz	-0.00122413169945795	0.254024020148394	0.255248151847852	-0.0227698744398767	0.981887905449748	-0.1081356721462	0.105687408747284	0.992374049095825	reduced	FALSE
TSS_2680_storz,695887,+_scrambled130-140	TSS_2680_storz	0.138631970647492	0.393880122495344	0.255248151847852	1.04921362003284	0.303145480538127	-0.13215103999972	0.409414981294705	0.538897395647286	increased	FALSE
TSS_2680_storz,695887,+_scrambled135-145	TSS_2680_storz	0.185039325490328	0.440287477338179	0.255248151847852	2.33080481073175	0.0226707316393591	0.0266842552788929	0.343394395701763	0.0907636737359347	increased	FALSE
TSS_2680_storz,695887,+_scrambled140-150	TSS_2680_storz	0.0621026436052188	0.31735079545307	0.255248151847852	0.981379122856065	0.329008218747161	-0.0635975558066878	0.187802843017125	0.565269597752874	increased	FALSE
TSS_2680_storz,695887,+_scrambled15-25	TSS_2680_storz	0.202314259518866	0.457562411366717	0.255248151847852	1.94712436307607	0.0576920912321885	-0.00688165888728228	0.411510177925014	0.182086082836717	increased	FALSE
TSS_2680_storz,695887,+_scrambled20-30	TSS_2680_storz	0.141166938607405	0.396415090455257	0.255248151847852	1.49993804452022	0.140497619625108	-0.0483029724475819	0.330636849662392	0.333696866856234	increased	FALSE
TSS_2680_storz,695887,+_scrambled30-40	TSS_2680_storz	-0.00362928319692318	0.251618868650928	0.255248151847852	-0.045788593576361	0.963663455280236	-0.162881324634929	0.155622758241082	0.984474849038776	reduced	FALSE
TSS_2680_storz,695887,+_scrambled35-45	TSS_2680_storz	0.0981750976554951	0.353423249503347	0.255248151847852	0.935460070460854	0.356229893683325	-0.115203750244191	0.311553945555181	0.591875154804825	increased	FALSE
TSS_2680_storz,695887,+_scrambled40-50	TSS_2680_storz	0.0454354851818689	0.30068363702972	0.255248151847852	0.545603909643089	0.589091942101525	-0.124138787006571	0.215009757370309	0.779876565577769	increased	FALSE
TSS_2680_storz,695887,+_scrambled45-55	TSS_2680_storz	0.22784291689741	0.483091068745262	0.255248151847852	2.56249773746163	0.0124735336128959	0.0506095485047765	0.405076285290044	0.0568796988181993	increased	FALSE
TSS_2680_storz,695887,+_scrambled5-15	TSS_2680_storz	0.0745570187841204	0.329805170631972	0.255248151847852	0.960129129403056	0.33997788962308	-0.0800555770242271	0.229169614592468	0.576297080686185	increased	FALSE
TSS_2680_storz,695887,+_scrambled50-60	TSS_2680_storz	0.0900347307585282	0.34528288260638	0.255248151847852	0.970266363504168	0.33884080822252	-0.098621533792371	0.278690995309427	0.575066054254782	increased	FALSE
TSS_2680_storz,695887,+_scrambled65-75	TSS_2680_storz	0.0952559240376006	0.350504075885452	0.255248151847852	0.951454514345195	0.349575059107399	-0.109891246665531	0.300403094740732	0.5852283170376	increased	FALSE
TSS_2680_storz,695887,+_scrambled70-80	TSS_2680_storz	-0.0318476041867623	0.223400547661089	0.255248151847852	-0.584036738436834	0.560600730134378	-0.140124722553685	0.0764295141801601	0.759250687636812	reduced	FALSE
TSS_2680_storz,695887,+_scrambled75-85	TSS_2680_storz	0.0161114128485704	0.271359564696422	0.255248151847852	0.206160771784448	0.837327510217061	-0.140046362285665	0.172269187982806	0.925246506819292	increased	FALSE
TSS_2680_storz,695887,+_scrambled80-90	TSS_2680_storz	0.0707141792241169	0.325962331071968	0.255248151847852	1.07983830287105	0.289618656377849	-0.0635537816652523	0.204982140113486	0.524528974089778	increased	FALSE
TSS_2680_storz,695887,+_scrambled85-95	TSS_2680_storz	-0.0927126462893257	0.162535505558526	0.255248151847852	-1.32759092160363	0.187918675173123	-0.231592621056064	0.0461673284774128	0.404396055015186	reduced	FALSE
TSS_2680_storz,695887,+_scrambled90-100	TSS_2680_storz	0.0382277321204621	0.293475883968314	0.255248151847852	0.449111104030772	0.656741452586425	-0.135976842348673	0.212432306589597	0.824836095043899	increased	FALSE
TSS_2680_storz,695887,+_scrambled95-105	TSS_2680_storz	0.0614481930190977	0.316696344866949	0.255248151847852	0.789715123638077	0.432774176662614	-0.0941652693802961	0.217061655418491	0.661099138658534	increased	FALSE
TSS_2687_regulondb,696386,-_scrambled0-10_flipped	TSS_2687_regulondb	-6.05880767848204	31.0198714433883	37.0786791218703	-1.32253659017399	0.19014787045306	-15.1902460801859	3.07263072322186	0.407521380247365	reduced	FALSE
TSS_2687_regulondb,696386,-_scrambled100-110_flipped	TSS_2687_regulondb	-36.9408368557094	0.13784226616095	37.0786791218703	-12.830781816905	0.000000000000000266033139304369	-42.7469740364228	-31.1346996749959	0.0000000000000634314369018144	reduced	TRUE
TSS_2687_regulondb,696386,-_scrambled105-115_flipped	TSS_2687_regulondb	-36.8713439309198	0.207335190950528	37.0786791218703	-12.8070410513752	0.000000000000000284078140481725	-42.6773221528111	-31.0653657090285	0.0000000000000663927178818923	reduced	TRUE
TSS_2687_regulondb,696386,-_scrambled110-120_flipped	TSS_2687_regulondb	-13.6039892214145	23.4746899004558	37.0786791218703	-3.4211236162002	0.00097477121839144	-21.5144512179569	-5.69352722487212	0.00679122684529189	reduced	TRUE
TSS_2687_regulondb,696386,-_scrambled120-130_flipped	TSS_2687_regulondb	-7.85170188442866	29.2269772374417	37.0786791218703	-1.93652234853017	0.0565791846343914	-15.9290356005637	0.225631831706429	0.179445453817937	reduced	FALSE
TSS_2687_regulondb,696386,-_scrambled130-140_flipped	TSS_2687_regulondb	5.65205769543181	42.7307368173022	37.0786791218703	0.578898279465644	0.568358344492411	-14.5600353488955	25.8641507397591	0.764994937804326	increased	FALSE
TSS_2687_regulondb,696386,-_scrambled15-25_flipped	TSS_2687_regulondb	-5.07501115284921	32.0036679690211	37.0786791218703	-0.999489758658342	0.326017164520859	-15.470475841692	5.32045353599363	0.562197112065958	reduced	FALSE
TSS_2687_regulondb,696386,-_scrambled20-30_flipped	TSS_2687_regulondb	-13.8548438769214	23.2238352449489	37.0786791218703	-3.70553287477336	0.000385645045622343	-21.2949185951748	-6.41476915866805	0.00309104734137509	reduced	TRUE
TSS_2687_regulondb,696386,-_scrambled25-35_flipped	TSS_2687_regulondb	-11.1512124148332	25.9274667070371	37.0786791218703	-2.70074653023056	0.00845871383263273	-19.3693996634652	-2.93302516620131	0.0414373791760401	reduced	FALSE
TSS_2687_regulondb,696386,-_scrambled30-40_flipped	TSS_2687_regulondb	-10.5392907884416	26.5393883334287	37.0786791218703	-2.63669751772887	0.0100566040358211	-18.4940582723116	-2.58452330457163	0.0478215427609903	reduced	FALSE
TSS_2687_regulondb,696386,-_scrambled35-45_flipped	TSS_2687_regulondb	1.58803692104874	38.6667160429191	37.0786791218703	0.169115676272075	0.867702134322278	-18.2240288200769	21.4001026621743	0.93965115236559	increased	FALSE
TSS_2687_regulondb,696386,-_scrambled40-50_flipped	TSS_2687_regulondb	3.59344334927351	40.6721224711439	37.0786791218703	0.874332147180829	0.38379008934089	-4.54898375907156	11.7358704576186	0.617630282914973	increased	FALSE
TSS_2687_regulondb,696386,-_scrambled45-55_flipped	TSS_2687_regulondb	0.13461108509722	37.2132902069676	37.0786791218703	0.0295761979527819	0.976578092762943	-9.11503087591693	9.38425304611137	0.990390384064581	increased	FALSE
TSS_2687_regulondb,696386,-_scrambled5-15_flipped	TSS_2687_regulondb	-1.36968771165844	35.7089914102119	37.0786791218703	-0.305747903324706	0.760461884748333	-10.2625705098041	7.52319508648722	0.884162186404847	reduced	FALSE
TSS_2687_regulondb,696386,-_scrambled50-60_flipped	TSS_2687_regulondb	3.36223744656062	40.440916568431	37.0786791218703	0.51723342039823	0.606893646418353	-9.64037951758576	16.364854410707	0.792587041633809	increased	FALSE
TSS_2687_regulondb,696386,-_scrambled55-65_flipped	TSS_2687_regulondb	9.39603850484581	46.4747176267161	37.0786791218703	1.93902226506092	0.0563453756163966	-0.260766632577182	19.0528436422688	0.178920558302773	increased	FALSE
TSS_2687_regulondb,696386,-_scrambled60-70_flipped	TSS_2687_regulondb	-2.83726157699446	34.2414175448759	37.0786791218703	-0.645668066078114	0.520503256036825	-11.5939628610634	5.91943970707451	0.73049016669635	reduced	FALSE
TSS_2687_regulondb,696386,-_scrambled65-75_flipped	TSS_2687_regulondb	-25.2475910667971	11.8310880550732	37.0786791218703	-7.18026975626955	0.00000000106088768919316	-32.2768222907394	-18.2183598428549	0.0000000378281781018195	reduced	TRUE
TSS_2687_regulondb,696386,-_scrambled70-80_flipped	TSS_2687_regulondb	-14.7006962522786	22.3779828695917	37.0786791218703	-4.42891429446032	0.0000335666611865262	-21.3189097141193	-8.08248279043795	0.000369562050983186	reduced	TRUE
TSS_2687_regulondb,696386,-_scrambled95-105_flipped	TSS_2687_regulondb	-3.48700466509966	33.5916744567707	37.0786791218703	-0.575602714474409	0.570175203675287	-15.9818156422717	9.00780631207241	0.7661649929273	reduced	FALSE
TSS_2694_wanner,698444,-_scrambled0-10	TSS_2694_wanner	0.0692838004511811	0.561101915088744	0.491818114637563	0.520344347776454	0.604112880158449	-0.195274475185284	0.333842076087646	0.790839346553818	increased	FALSE
TSS_2694_wanner,698444,-_scrambled10-20	TSS_2694_wanner	0.163944772373182	0.655762887010745	0.491818114637563	1.08274644116019	0.285172182641378	-0.141733582972656	0.46962312771902	0.519545353394028	increased	FALSE
TSS_2694_wanner,698444,-_scrambled100-110	TSS_2694_wanner	-0.362852920696277	0.128965193941286	0.491818114637563	-4.10228052115632	0.000110967614971929	-0.539332173254304	-0.18637366813825	0.00104859509664227	reduced	TRUE
TSS_2694_wanner,698444,-_scrambled105-115	TSS_2694_wanner	0.179509855407977	0.67132797004554	0.491818114637563	1.30172083206148	0.197142679203826	-0.0953714529035773	0.454391163719532	0.416195737531515	increased	FALSE
TSS_2694_wanner,698444,-_scrambled110-120	TSS_2694_wanner	-0.248559964366664	0.243258150270899	0.491818114637563	-2.47031557681929	0.0160867621407562	-0.449445497736606	-0.0476744309967217	0.0695027034561272	reduced	FALSE
TSS_2694_wanner,698444,-_scrambled120-130	TSS_2694_wanner	-0.165967276668223	0.32585083796934	0.491818114637563	-1.56234290195246	0.124422131981503	-0.379257878663354	0.0473233253269082	0.307698734984115	reduced	FALSE
TSS_2694_wanner,698444,-_scrambled125-135	TSS_2694_wanner	0.0116239573864348	0.503442072023997	0.491818114637563	0.0981808948955748	0.92193440673422	-0.222523369403462	0.245771284176331	0.965455219202969	increased	FALSE
TSS_2694_wanner,698444,-_scrambled130-140	TSS_2694_wanner	-0.0180733537786019	0.473744760858961	0.491818114637563	-0.19042076557398	0.849417144595163	-0.206687179003509	0.170540471446306	0.930906958758116	reduced	FALSE
TSS_2694_wanner,698444,-_scrambled135-145	TSS_2694_wanner	0.0536513908465176	0.54546950548408	0.491818114637563	0.438455611551992	0.662231169535281	-0.189840661835215	0.29714344352825	0.828451862140601	increased	FALSE
TSS_2694_wanner,698444,-_scrambled140-150	TSS_2694_wanner	-0.113619900084411	0.378198214553152	0.491818114637563	-1.19484367177254	0.235371972172398	-0.302606092048491	0.0753662918796695	0.463382435623808	reduced	FALSE
TSS_2694_wanner,698444,-_scrambled15-25	TSS_2694_wanner	-0.0506497815292207	0.441168333108342	0.491818114637563	-0.477972520065409	0.633640510389126	-0.260708306888978	0.159408743830537	0.809429739333151	reduced	FALSE
TSS_2694_wanner,698444,-_scrambled20-30	TSS_2694_wanner	-0.276544774132295	0.215273340505267	0.491818114637563	-2.72374240480196	0.00814734890562417	-0.479049845803119	-0.074039702461471	0.0402094958428246	reduced	FALSE
TSS_2694_wanner,698444,-_scrambled25-35	TSS_2694_wanner	-0.189687194780058	0.302130919857504	0.491818114637563	-1.99027131628002	0.0500192925875717	-0.379390755356453	0.0000163657963367138	0.164420749412287	reduced	FALSE
