mutation	mutation_label	position_label	state	energy_unit	score_function_name	total_score	fa_atr	fa_rep	fa_sol	fa_intra_rep	fa_intra_sol_xover4	lk_ball_wtd	fa_elec	hbond_sr_bb	hbond_lr_bb	hbond_bb_sc	hbond_sc	omega	fa_dun	p_aa_pp	yhh_planarity	ref	rama_prepro
A.I.77.F	I77F_WT_WT_WT	I77	mut	kcal/mol	ref2015	0.23159	-10.43596	6.5011	6.53589	0.0	0.0	-0.35367	-1.36548	0.0	0.0	-0.37453	-0.27577	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.F	I77F_WT_WT_WT	I77	wt	kcal/mol	ref2015	0.25624	-10.37304	6.49597	6.45377	-0.0	-0.0	-0.35606	-1.33932	0.0	0.0	-0.36916	-0.25592	0.0	0.0	0.0	0.0	0.0	0.0
B.I.77.F:C.I.77.F:D.I.77.F	WT_I77F_I77F_I77F	I77_I77_I77	ddg	kcal/mol	ref2015	0.07521	-0.02938	0.05364	0.02472	0.0	0.0	0.00219	0.00383	0.0	0.0	0.01113	0.00908	0.0	0.0	0.0	0.0	0.0	0.0
B.I.77.F:C.I.77.F:D.I.77.F	WT_I77F_I77F_I77F	I77_I77_I77	mut	kcal/mol	ref2015	0.54533	-10.33559	6.44841	6.60422	0.0	-0.0	-0.36697	-1.19663	0.0	0.0	-0.35141	-0.25669	0.0	0.0	0.0	0.0	0.0	0.0
B.I.77.F:C.I.77.F:D.I.77.F	WT_I77F_I77F_I77F	I77_I77_I77	wt	kcal/mol	ref2015	0.47013	-10.30621	6.39477	6.5795	0.0	-0.0	-0.36916	-1.20046	0.0	0.0	-0.36254	-0.26577	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.F:C.I.77.F	I77F_WT_I77F_WT	I77_I77	ddg	kcal/mol	ref2015	-0.02873	-0.03591	-0.00454	0.07279	-0.0	-0.0	0.0059	-0.02363	0.0	0.0	-0.01037	-0.03297	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.F:C.I.77.F	I77F_WT_I77F_WT	I77_I77	mut	kcal/mol	ref2015	0.21886	-10.44131	6.55459	6.63877	-0.0	-0.0	-0.33368	-1.45473	0.0	0.0	-0.35618	-0.38861	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.F:C.I.77.F	I77F_WT_I77F_WT	I77_I77	wt	kcal/mol	ref2015	0.24759	-10.4054	6.55913	6.56598	-0.0	-0.0	-0.33958	-1.4311	0.0	0.0	-0.34581	-0.35564	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.F:D.I.77.F	I77F_WT_WT_I77F	I77_I77	ddg	kcal/mol	ref2015	0.02949	0.01465	0.00957	-0.00482	0.0	0.0	0.0052	0.01064	0.0	0.0	0.00221	-0.00797	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.F:D.I.77.F	I77F_WT_WT_I77F	I77_I77	mut	kcal/mol	ref2015	0.48627	-10.20315	6.52685	6.44469	0.0	-0.0	-0.35974	-1.24006	0.0	0.0	-0.3719	-0.31042	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.F:D.I.77.F	I77F_WT_WT_I77F	I77_I77	wt	kcal/mol	ref2015	0.45679	-10.2178	6.51728	6.44951	0.0	-0.0	-0.36494	-1.2507	0.0	0.0	-0.37411	-0.30245	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.F:B.I.77.F	I77F_I77F_WT_WT	I77_I77	ddg	kcal/mol	ref2015	0.04163	0.00449	0.05375	-0.00154	-0.0	0.0	0.00482	-0.00425	0.0	0.0	-0.0181	0.00246	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.F:B.I.77.F	I77F_I77F_WT_WT	I77_I77	mut	kcal/mol	ref2015	0.29183	-10.24801	6.48739	6.46691	-0.0	-0.0	-0.31724	-1.36382	0.0	0.0	-0.39781	-0.33559	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.F:B.I.77.F	I77F_I77F_WT_WT	I77_I77	wt	kcal/mol	ref2015	0.2502	-10.2525	6.43364	6.46845	0.0	-0.0	-0.32206	-1.35958	0.0	0.0	-0.37971	-0.33805	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.G:B.I.77.G:C.I.77.G:D.I.77.G	I77G_I77G_I77G_I77G	I77_I77_I77_I77	ddg	kcal/mol	ref2015	-0.02432	-0.0255	0.04238	0.00471	-0.0	0.0	-0.00273	-0.0339	0.0	0.0	0.01788	-0.02716	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.G:B.I.77.G:C.I.77.G:D.I.77.G	I77G_I77G_I77G_I77G	I77_I77_I77_I77	mut	kcal/mol	ref2015	0.30672	-10.16137	6.37538	6.55588	-0.0	-0.0	-0.32486	-1.38987	0.0	0.0	-0.36781	-0.38062	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.G:B.I.77.G:C.I.77.G:D.I.77.G	I77G_I77G_I77G_I77G	I77_I77_I77_I77	wt	kcal/mol	ref2015	0.33104	-10.13587	6.333	6.55117	0.0	-0.0	-0.32213	-1.35597	0.0	0.0	-0.38569	-0.35347	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.G	I77G_WT_WT_WT	I77	ddg	kcal/mol	ref2015	0.07489	0.08276	0.02517	-0.08134	0.0	0.0	0.01133	0.03225	0.0	0.0	0.0173	-0.01259	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.G	I77G_WT_WT_WT	I77	mut	kcal/mol	ref2015	0.41076	-10.3289	6.50599	6.55119	0.0	-0.0	-0.29551	-1.35717	0.0	0.0	-0.34956	-0.31529	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.G	I77G_WT_WT_WT	I77	wt	kcal/mol	ref2015	0.33587	-10.41166	6.48082	6.63253	-0.0	-0.0	-0.30685	-1.38942	0.0	0.0	-0.36686	-0.3027	0.0	0.0	0.0	0.0	0.0	0.0
B.I.77.G:C.I.77.G:D.I.77.G	WT_I77G_I77G_I77G	I77_I77_I77	ddg	kcal/mol	ref2015	0.04411	0.0179	0.01907	-0.02217	0.0	0.0	-0.01006	0.03797	0.0	0.0	0.00548	-0.00409	0.0	0.0	0.0	0.0	0.0	0.0
B.I.77.G:C.I.77.G:D.I.77.G	WT_I77G_I77G_I77G	I77_I77_I77	mut	kcal/mol	ref2015	0.25705	-10.15925	6.35411	6.49443	0.0	-0.0	-0.35655	-1.34177	0.0	0.0	-0.36365	-0.37028	0.0	0.0	0.0	0.0	0.0	0.0
B.I.77.G:C.I.77.G:D.I.77.G	WT_I77G_I77G_I77G	I77_I77_I77	wt	kcal/mol	ref2015	0.21294	-10.17715	6.33504	6.5166	0.0	-0.0	-0.34648	-1.37974	0.0	0.0	-0.36913	-0.36619	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.G:C.I.77.G	I77G_WT_I77G_WT	I77_I77	ddg	kcal/mol	ref2015	-0.06969	0.03475	-0.04522	-0.01729	-0.0	0.0	0.00247	-0.04452	0.0	0.0	0.00919	-0.00908	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.G:C.I.77.G	I77G_WT_I77G_WT	I77_I77	mut	kcal/mol	ref2015	0.23673	-10.26467	6.40746	6.56528	-0.0	-0.0	-0.39226	-1.37455	0.0	0.0	-0.38374	-0.32079	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.G:C.I.77.G	I77G_WT_I77G_WT	I77_I77	wt	kcal/mol	ref2015	0.30641	-10.29942	6.45268	6.58256	0.0	-0.0	-0.39473	-1.33003	0.0	0.0	-0.39293	-0.31171	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.G:D.I.77.G	I77G_WT_WT_I77G	I77_I77	ddg	kcal/mol	ref2015	-0.01595	0.02026	-0.01624	-0.02982	0.0	-0.0	0.0058	-0.00238	0.0	0.0	0.00218	0.00425	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.G:D.I.77.G	I77G_WT_WT_I77G	I77_I77	mut	kcal/mol	ref2015	0.5157	-10.24732	6.63391	6.42063	0.0	-0.0	-0.34551	-1.34441	0.0	0.0	-0.35587	-0.24572	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.G:D.I.77.G	I77G_WT_WT_I77G	I77_I77	wt	kcal/mol	ref2015	0.53165	-10.26758	6.65015	6.45045	0.0	-0.0	-0.3513	-1.34204	0.0	0.0	-0.35805	-0.24997	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.G:B.I.77.G	I77G_I77G_WT_WT	I77_I77	ddg	kcal/mol	ref2015	0.06233	-0.06349	0.02149	0.07447	0.0	0.0	0.00554	0.01224	0.0	0.0	-0.00685	0.01892	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.G:B.I.77.G	I77G_I77G_WT_WT	I77_I77	mut	kcal/mol	ref2015	0.17037	-10.33996	6.43591	6.5019	0.0	-0.0	-0.30893	-1.42313	0.0	0.0	-0.36899	-0.32644	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.G:B.I.77.G	I77G_I77G_WT_WT	I77_I77	wt	kcal/mol	ref2015	0.10804	-10.27647	6.41441	6.42744	0.0	-0.0	-0.31447	-1.43536	0.0	0.0	-0.36214	-0.34536	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.H:B.I.77.H:C.I.77.H:D.I.77.H	I77H_I77H_I77H_I77H	I77_I77_I77_I77	ddg	kcal/mol	ref2015	-0.03176	0.06203	-0.02343	-0.06186	-0.0	-0.0	0.00931	-0.01381	0.0	0.0	0.00786	-0.01186	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.H:B.I.77.H:C.I.77.H:D.I.77.H	I77H_I77H_I77H_I77H	I77_I77_I77_I77	mut	kcal/mol	ref2015	0.29205	-10.13013	6.30502	6.41565	0.0	-0.0	-0.35497	-1.32172	0.0	0.0	-0.34547	-0.27633	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.H:B.I.77.H:C.I.77.H:D.I.77.H	I77H_I77H_I77H_I77H	I77_I77_I77_I77	wt	kcal/mol	ref2015	0.32381	-10.19215	6.32845	6.47751	0.0	-0.0	-0.36428	-1.30791	0.0	0.0	-0.35333	-0.26447	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.H	I77H_WT_WT_WT	I77	ddg	kcal/mol	ref2015	0.0763	0.01981	-0.00818	-0.00969	0.0	0.0	0.01568	0.0446	0.0	0.0	0.01424	-0.00016	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.H	I77H_WT_WT_WT	I77	mut	kcal/mol	ref2015	0.2543	-10.41465	6.50563	6.55579	0.0	0.0	-0.3684	-1.36852	0.0	0.0	-0.39276	-0.26279	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.H	I77H_WT_WT_WT	I77	wt	kcal/mol	ref2015	0.17799	-10.43446	6.51381	6.56548	0.0	-0.0	-0.38408	-1.41312	0.0	0.0	-0.40701	-0.26263	0.0	0.0	0.0	0.0	0.0	0.0
B.I.77.H:C.I.77.H:D.I.77.H	WT_I77H_I77H_I77H	I77_I77_I77	ddg	kcal/mol	ref2015	0.10213	0.014	0.04338	-0.00634	0.0	0.0	0.02379	0.00925	0.0	0.0	-0.0084	0.02646	0.0	0.0	0.0	0.0	0.0	0.0
B.I.77.H:C.I.77.H:D.I.77.H	WT_I77H_I77H_I77H	I77_I77_I77	mut	kcal/mol	ref2015	0.721	-10.34669	6.51448	6.71774	-0.0	-0.0	-0.28155	-1.25657	0.0	0.0	-0.35326	-0.27315	0.0	0.0	0.0	0.0	0.0	0.0
B.I.77.H:C.I.77.H:D.I.77.H	WT_I77H_I77H_I77H	I77_I77_I77	wt	kcal/mol	ref2015	0.61887	-10.36068	6.4711	6.72407	-0.0	-0.0	-0.30533	-1.26582	0.0	0.0	-0.34486	-0.29961	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.H:C.I.77.H	I77H_WT_I77H_WT	I77_I77	ddg	kcal/mol	ref2015	0.0059	0.02979	0.01922	-0.03899	0.0	-0.0	-0.01036	-0.00719	0.0	0.0	0.00538	0.00806	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.H:C.I.77.H	I77H_WT_I77H_WT	I77_I77	mut	kcal/mol	ref2015	0.37436	-10.25858	6.56618	6.34918	0.0	-0.0	-0.31631	-1.34465	0.0	0.0	-0.31374	-0.30771	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.H:C.I.77.H	I77H_WT_I77H_WT	I77_I77	wt	kcal/mol	ref2015	0.36846	-10.28837	6.54696	6.38817	-0.0	-0.0	-0.30596	-1.33746	0.0	0.0	-0.31912	-0.31577	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.H:D.I.77.H	I77H_WT_WT_I77H	I77_I77	ddg	kcal/mol	ref2015	-0.05837	0.06451	-0.06306	-0.07248	-0.0	-0.0	0.00324	0.00514	0.0	0.0	0.00666	-0.00239	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.H:D.I.77.H	I77H_WT_WT_I77H	I77_I77	mut	kcal/mol	ref2015	0.28218	-10.06289	6.2517	6.32414	0.0	-0.0	-0.3472	-1.22691	0.0	0.0	-0.34548	-0.31119	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.H:D.I.77.H	I77H_WT_WT_I77H	I77_I77	wt	kcal/mol	ref2015	0.34055	-10.1274	6.31475	6.39663	0.0	-0.0	-0.35045	-1.23206	0.0	0.0	-0.35214	-0.30879	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.H:B.I.77.H	I77H_I77H_WT_WT	I77_I77	ddg	kcal/mol	ref2015	-0.04666	0.01819	-0.03872	-0.01924	-0.0	-0.0	0.00858	-0.00285	0.0	0.0	0.00578	-0.01841	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.H:B.I.77.H	I77H_I77H_WT_WT	I77_I77	mut	kcal/mol	ref2015	0.5951	-10.54475	6.63788	6.75778	0.0	0.0	-0.31489	-1.2808	0.0	0.0	-0.32997	-0.33017	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.H:B.I.77.H	I77H_I77H_WT_WT	I77_I77	wt	kcal/mol	ref2015	0.64176	-10.56294	6.6766	6.77702	0.0	0.0	-0.32347	-1.27795	0.0	0.0	-0.33575	-0.31176	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.I:B.I.77.I:C.I.77.I:D.I.77.I	I77I_I77I_I77I_I77I	I77_I77_I77_I77	ddg	kcal/mol	ref2015	7e-05	0.00433	6e-05	-0.00819	-0.0	-0.0	-0.00201	-0.00039	0.0	0.0	-0.0032	0.00946	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.I:B.I.77.I:C.I.77.I:D.I.77.I	I77I_I77I_I77I_I77I	I77_I77_I77_I77	mut	kcal/mol	ref2015	0.32328	-10.25001	6.42728	6.55709	0.0	-0.0	-0.35083	-1.34736	0.0	0.0	-0.3352	-0.37769	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.I:B.I.77.I:C.I.77.I:D.I.77.I	I77I_I77I_I77I_I77I	I77_I77_I77_I77	wt	kcal/mol	ref2015	0.32321	-10.25434	6.42722	6.56528	0.0	-0.0	-0.34883	-1.34697	0.0	0.0	-0.332	-0.38716	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.I	I77I_WT_WT_WT	I77	ddg	kcal/mol	ref2015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.I	I77I_WT_WT_WT	I77	mut	kcal/mol	ref2015	0.68432	-10.70587	6.82914	6.87386	-0.0	0.0	-0.38209	-1.29	0.0	0.0	-0.33411	-0.3066	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.I	I77I_WT_WT_WT	I77	wt	kcal/mol	ref2015	0.68432	-10.70587	6.82914	6.87386	-0.0	0.0	-0.38209	-1.29	0.0	0.0	-0.33411	-0.3066	0.0	0.0	0.0	0.0	0.0	0.0
B.I.77.I:C.I.77.I:D.I.77.I	WT_I77I_I77I_I77I	I77_I77_I77	ddg	kcal/mol	ref2015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B.I.77.I:C.I.77.I:D.I.77.I	WT_I77I_I77I_I77I	I77_I77_I77	mut	kcal/mol	ref2015	0.20645	-10.32934	6.56185	6.62859	0.0	0.0	-0.34596	-1.51715	0.0	0.0	-0.40503	-0.38651	0.0	0.0	0.0	0.0	0.0	0.0
B.I.77.I:C.I.77.I:D.I.77.I	WT_I77I_I77I_I77I	I77_I77_I77	wt	kcal/mol	ref2015	0.20645	-10.32934	6.56185	6.62859	0.0	0.0	-0.34596	-1.51715	0.0	0.0	-0.40503	-0.38651	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.I:C.I.77.I	I77I_WT_I77I_WT	I77_I77	ddg	kcal/mol	ref2015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.I:C.I.77.I	I77I_WT_I77I_WT	I77_I77	mut	kcal/mol	ref2015	0.28564	-10.12313	6.48151	6.35963	0.0	0.0	-0.356	-1.41209	0.0	0.0	-0.32401	-0.34026	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.I:C.I.77.I	I77I_WT_I77I_WT	I77_I77	wt	kcal/mol	ref2015	0.28564	-10.12313	6.48151	6.35963	0.0	0.0	-0.356	-1.41209	0.0	0.0	-0.32401	-0.34026	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.I:D.I.77.I	I77I_WT_WT_I77I	I77_I77	ddg	kcal/mol	ref2015	0.00499	-0.00103	0.00355	-0.00071	-0.0	-0.0	-0.00129	0.00441	0.0	0.0	0.00027	-0.0002	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.I:D.I.77.I	I77I_WT_WT_I77I	I77_I77	mut	kcal/mol	ref2015	0.38126	-10.25398	6.43642	6.55864	-0.0	-0.0	-0.33907	-1.37512	0.0	0.0	-0.32593	-0.31971	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.I:D.I.77.I	I77I_WT_WT_I77I	I77_I77	wt	kcal/mol	ref2015	0.37626	-10.25295	6.43288	6.55935	-0.0	-0.0	-0.33779	-1.37953	0.0	0.0	-0.32619	-0.31951	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.I:B.I.77.I	I77I_I77I_WT_WT	I77_I77	ddg	kcal/mol	ref2015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.I:B.I.77.I	I77I_I77I_WT_WT	I77_I77	mut	kcal/mol	ref2015	0.6904	-10.54286	6.73149	6.66875	-0.0	-0.0	-0.32793	-1.23418	0.0	0.0	-0.27832	-0.32654	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.I:B.I.77.I	I77I_I77I_WT_WT	I77_I77	wt	kcal/mol	ref2015	0.6904	-10.54286	6.73149	6.66875	-0.0	-0.0	-0.32793	-1.23418	0.0	0.0	-0.27832	-0.32654	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.K:B.I.77.K:C.I.77.K:D.I.77.K	I77K_I77K_I77K_I77K	I77_I77_I77_I77	ddg	kcal/mol	ref2015	0.04197	-0.00442	0.05354	-0.02267	0.0	-0.0	0.00684	0.02186	0.0	0.0	0.00402	-0.01719	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.K:B.I.77.K:C.I.77.K:D.I.77.K	I77K_I77K_I77K_I77K	I77_I77_I77_I77	mut	kcal/mol	ref2015	0.46769	-10.30769	6.4957	6.61479	0.0	-0.0	-0.30327	-1.35781	0.0	0.0	-0.32245	-0.35158	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.K:B.I.77.K:C.I.77.K:D.I.77.K	I77K_I77K_I77K_I77K	I77_I77_I77_I77	wt	kcal/mol	ref2015	0.42572	-10.30327	6.44216	6.63746	0.0	-0.0	-0.31011	-1.37967	0.0	0.0	-0.32647	-0.33439	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.K	I77K_WT_WT_WT	I77	ddg	kcal/mol	ref2015	-0.04112	0.01615	-0.04512	-0.0459	0.0	0.0	-0.02538	0.03253	0.0	0.0	0.02102	0.00559	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.K	I77K_WT_WT_WT	I77	mut	kcal/mol	ref2015	0.54315	-10.52746	6.70346	6.71724	0.0	-0.0	-0.36586	-1.35589	0.0	0.0	-0.33347	-0.29487	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.K	I77K_WT_WT_WT	I77	wt	kcal/mol	ref2015	0.58426	-10.54362	6.74858	6.76314	-0.0	-0.0	-0.34049	-1.38841	0.0	0.0	-0.35449	-0.30046	0.0	0.0	0.0	0.0	0.0	0.0
B.I.77.K:C.I.77.K:D.I.77.K	WT_I77K_I77K_I77K	I77_I77_I77	ddg	kcal/mol	ref2015	-0.08029	-0.00014	-0.02416	-0.00705	-0.0	-0.0	0.00171	-0.03512	0.0	0.0	-0.00663	-0.00891	0.0	0.0	0.0	0.0	0.0	0.0
B.I.77.K:C.I.77.K:D.I.77.K	WT_I77K_I77K_I77K	I77_I77_I77	mut	kcal/mol	ref2015	0.40425	-10.47777	6.57534	6.73818	-0.0	-0.0	-0.33719	-1.39571	0.0	0.0	-0.40322	-0.29538	0.0	0.0	0.0	0.0	0.0	0.0
B.I.77.K:C.I.77.K:D.I.77.K	WT_I77K_I77K_I77K	I77_I77_I77	wt	kcal/mol	ref2015	0.48454	-10.47763	6.5995	6.74523	0.0	-0.0	-0.3389	-1.3606	0.0	0.0	-0.39659	-0.28647	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.K:C.I.77.K	I77K_WT_I77K_WT	I77_I77	ddg	kcal/mol	ref2015	0.0209	0.07567	0.02306	-0.11695	-0.0	-0.0	-0.01457	0.01016	0.0	0.0	0.00906	0.03446	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.K:C.I.77.K	I77K_WT_I77K_WT	I77_I77	mut	kcal/mol	ref2015	0.11487	-10.20075	6.36962	6.4281	-0.0	-0.0	-0.34251	-1.41904	0.0	0.0	-0.37963	-0.34092	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.K:C.I.77.K	I77K_WT_I77K_WT	I77_I77	wt	kcal/mol	ref2015	0.09398	-10.27643	6.34656	6.54506	0.0	-0.0	-0.32794	-1.4292	0.0	0.0	-0.38869	-0.37538	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.K:D.I.77.K	I77K_WT_WT_I77K	I77_I77	ddg	kcal/mol	ref2015	0.0226	0.07569	-0.02898	-0.03676	-0.0	-0.0	0.00788	-0.00662	0.0	0.0	-0.0018	0.0132	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.K:D.I.77.K	I77K_WT_WT_I77K	I77_I77	mut	kcal/mol	ref2015	0.39965	-10.25785	6.54939	6.46405	0.0	-0.0	-0.33049	-1.34167	0.0	0.0	-0.39113	-0.29266	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.K:D.I.77.K	I77K_WT_WT_I77K	I77_I77	wt	kcal/mol	ref2015	0.37704	-10.33354	6.57837	6.50082	0.0	-0.0	-0.33837	-1.33505	0.0	0.0	-0.38934	-0.30586	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.K:B.I.77.K	I77K_I77K_WT_WT	I77_I77	ddg	kcal/mol	ref2015	-0.06858	0.00303	-0.03336	0.02882	0.0	0.0	-0.00167	-0.03866	0.0	0.0	-0.02018	-0.00655	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.K:B.I.77.K	I77K_I77K_WT_WT	I77_I77	mut	kcal/mol	ref2015	0.30894	-10.56257	6.54213	6.6728	0.0	0.0	-0.36777	-1.27079	0.0	0.0	-0.37496	-0.32989	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.K:B.I.77.K	I77K_I77K_WT_WT	I77_I77	wt	kcal/mol	ref2015	0.37751	-10.5656	6.57549	6.64398	0.0	-0.0	-0.3661	-1.23213	0.0	0.0	-0.35479	-0.32334	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.L:B.I.77.L:C.I.77.L:D.I.77.L	I77L_I77L_I77L_I77L	I77_I77_I77_I77	ddg	kcal/mol	ref2015	-0.03842	-0.002	-0.00802	0.00171	0.0	0.0	0.00929	-0.02278	0.0	0.0	0.00796	-0.02458	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.L:B.I.77.L:C.I.77.L:D.I.77.L	I77L_I77L_I77L_I77L	I77_I77_I77_I77	mut	kcal/mol	ref2015	0.6449	-10.30339	6.61572	6.60877	0.0	-0.0	-0.31443	-1.27552	0.0	0.0	-0.30279	-0.38346	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.L:B.I.77.L:C.I.77.L:D.I.77.L	I77L_I77L_I77L_I77L	I77_I77_I77_I77	wt	kcal/mol	ref2015	0.68332	-10.30139	6.62374	6.60706	-0.0	-0.0	-0.32371	-1.25274	0.0	0.0	-0.31075	-0.35888	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.L	I77L_WT_WT_WT	I77	ddg	kcal/mol	ref2015	-0.1016	0.024	-0.0483	-0.03458	-0.0	0.0	-0.01703	-0.01358	0.0	0.0	-0.01167	-0.00043	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.L	I77L_WT_WT_WT	I77	mut	kcal/mol	ref2015	0.11972	-10.0771	6.32778	6.27534	-0.0	0.0	-0.36635	-1.38717	0.0	0.0	-0.34994	-0.30283	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.L	I77L_WT_WT_WT	I77	wt	kcal/mol	ref2015	0.22132	-10.10111	6.37609	6.30992	0.0	-0.0	-0.34932	-1.37359	0.0	0.0	-0.33827	-0.3024	0.0	0.0	0.0	0.0	0.0	0.0
B.I.77.L:C.I.77.L:D.I.77.L	WT_I77L_I77L_I77L	I77_I77_I77	ddg	kcal/mol	ref2015	0.03096	0.04873	0.00207	-0.0714	-0.0	-0.0	-0.00983	0.03671	0.0	0.0	0.00475	0.01992	0.0	0.0	0.0	0.0	0.0	0.0
B.I.77.L:C.I.77.L:D.I.77.L	WT_I77L_I77L_I77L	I77_I77_I77	mut	kcal/mol	ref2015	0.4242	-10.20293	6.40823	6.55791	-0.0	-0.0	-0.29974	-1.35846	0.0	0.0	-0.36655	-0.31426	0.0	0.0	0.0	0.0	0.0	0.0
B.I.77.L:C.I.77.L:D.I.77.L	WT_I77L_I77L_I77L	I77_I77_I77	wt	kcal/mol	ref2015	0.39324	-10.25166	6.40615	6.62931	0.0	0.0	-0.28992	-1.39517	0.0	0.0	-0.37131	-0.33418	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.L:C.I.77.L	I77L_WT_I77L_WT	I77_I77	ddg	kcal/mol	ref2015	0.05448	0.02238	0.01324	-0.02515	-0.0	0.0	-0.00638	0.02204	0.0	0.0	0.0179	0.01045	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.L:C.I.77.L	I77L_WT_I77L_WT	I77_I77	mut	kcal/mol	ref2015	0.20296	-10.15833	6.40925	6.39054	-0.0	0.0	-0.34299	-1.47819	0.0	0.0	-0.36438	-0.25294	0.0	0.0	0.0	0.0	0.0	0.0
A.I.77.L:C.I.77.L	I77L_WT_I77L_WT	I77_I77	wt	kcal/mol	ref2015	0.14848	-10.18071	6.39601	6.41569	0.0	-0.0	-0.33661	-1.50023	0.0	0.0	-0.38228	-0.26339	0.0	0.0	0.0	0.0	0.0	0.0
